"Año","Mes","Pais_Destino","Nombre_Exportador","Sacos_de_70kg_equivalente_real_exportado","Sacos_de_60Kg_Exportados","Valor_factura_USD"
2017,1,"Alemania","A LAUMAYER Y COMPAÑIA EXPORTADORES",4691,5471,1133799.64
2017,1,"Alemania","ALTAMIRA SUPREMO S.A.S.",825,962,150000
2017,1,"Alemania","BANCA EXPORTADORA S.A BANEXPORT",275,321,80000
2017,1,"Alemania","C. I. KYOTO LOHAS BEANS S.A.S",271,316,96744.25
2017,1,"Alemania","CAFE COLSUAVES S.A.S",300,350,64500
2017,1,"Alemania","CARAVELA COLOMBIA S.A.S",286,334,61490
2017,1,"Alemania","CARCAFE LTDA",3107,3625,778706.25
2017,1,"Alemania","COFCO COLOMBIA S.A.S",275,321,50000
2017,1,"Alemania","COMERCIALIZADORA TIERRA CAFE S.A.S.",283,332,101571.17
2017,1,"Alemania","COMPAÑÍA CAFETERA LA MESETA S.A.",3596,4197,908269.31
2017,1,"Alemania","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",899,1049,207630.77
2017,1,"Alemania","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",6783,7912,1777309.67
2017,1,"Alemania","COOPERATIVA DE CAFICULTORES",190,223,88090
2017,1,"Alemania","DESCAFEINADORA COLOMBIANA S.A.S",1,1,2475
2017,1,"Alemania","ENGELHART CTP (COLOMBIA )  S.A.S.",10237,11943,2175992.08
2017,1,"Alemania","FEDERACION NACIONAL DE CAFETEROS",16948,19770,4515533.25
2017,1,"Alemania","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",114,132,42784
2017,1,"Alemania","INDUSTRIAS ALIADAS S.A.S",458,534,104720
2017,1,"Alemania","LOUIS DREYFUS COMPANY COLOMBIA",7727,9015,1300000
2017,1,"Alemania","LOUIS DREYFUS COMPANY COLOMBIA S.A.",2401,2801,400000.01
2017,1,"Alemania","OLAM AGRO COLOMBIA S.A.S",1100,1283,236284.99
2017,1,"Alemania","PROMOTORA DE INVERSIONES",275,321,64196.41
2017,1,"Alemania","RACAFE & CIA S.C.A.",2923,3408,691634.51
2017,1,"Alemania","RAFAEL ESPINOSA HERMANOS & CIA SCA",275,321,76598.64
2017,1,"Alemania","RESTCAFE S A S",3,3,1252.6
2017,1,"Alemania","SKN CARIBECAFE LTDA",3244,3782,892886.71
2017,1,"Alemania","SOCIEDAD EXPORTADORA DE CAFE",5660,6606,1436274.86
2017,1,"Alemania","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",511,596,1e+05
2017,1,"Argentina","FEDERACION NACIONAL DE CAFETEROS",275,321,99825
2017,1,"Argentina","RACAFE & CIA S.C.A.",1140,1329,296876.04
2017,1,"Aruba","RESTCAFE S A S",9,10,4481
2017,1,"Australia","A LAUMAYER Y COMPAÑIA EXPORTADORES",855,996,226462.85
2017,1,"Australia","ALEXCAFE SAS",823,961,170000
2017,1,"Australia","ALTAMIRA SUPREMO S.A.S.",275,319,49999.99
2017,1,"Australia","ASOCIACION DE PRODUCTORES AGROPECUA",273,319,94485
2017,1,"Australia","BANCA EXPORTADORA S.A",269,314,50000
2017,1,"Australia","BANCA EXPORTADORA S.A BANEXPORT",260,303,80000
2017,1,"Australia","CAFE GRANJA LA ESPERANZA  S.A. C.I.",189,219,47085
2017,1,"Australia","CAFETRILLA EXPORTADORA LTDA",284,332,74119.7
2017,1,"Australia","CARAVELA COLOMBIA S.A.S",1478,1724,347869.99
2017,1,"Australia","CARCAFE LTDA",1374,1603,338900.03
2017,1,"Australia","COFCO COLOMBIA S.A.S",550,642,1e+05
2017,1,"Australia","COMPAÑÍA CAFETERA LA MESETA S.A.",300,350,75321.29
2017,1,"Australia","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",1134,1324,272239.18
2017,1,"Australia","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",274,320,50000
2017,1,"Australia","COOPERATIVA DE CAFICULTORES",284,332,50000
2017,1,"Australia","ENGELHART CTP (COLOMBIA )  S.A.S.",275,320,50000
2017,1,"Australia","FEDERACION NACIONAL DE CAFETEROS",111,129,64927.95
2017,1,"Australia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",225,263,55924
2017,1,"Australia","INVERCAFE CERRITOS S. A. S.",552,644,175431.52
2017,1,"Australia","OLAM AGRO COLOMBIA S.A.S",580,676,124700
2017,1,"Australia","RACAFE & CIA S.C.A.",835,974,228013.24
2017,1,"Australia","RAFAEL ESPINOSA HERMANOS & CIA SCA",275,321,78119.03
2017,1,"Australia","SHARED SOURCE SAS",273,319,58910
2017,1,"Bélgica","A LAUMAYER Y COMPAÑIA EXPORTADORES",6204,7234,1533190.76
2017,1,"Bélgica","ALTAMIRA SUPREMO S.A.S.",285,333,50000
2017,1,"Bélgica","C. I. KYOTO LOHAS BEANS S.A.S",560,654,169073.07
2017,1,"Bélgica","CARCAFE LTDA",1645,1918,543000.56
2017,1,"Bélgica","COFCO COLOMBIA S.A.S",2258,2636,439198.44
2017,1,"Bélgica","COMPAÑÍA CAFETERA LA MESETA S.A.",1669,1950,421641.48
2017,1,"Bélgica","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",548,640,131799.95
2017,1,"Bélgica","COOPERATIVA DE CAFICULTORES",274,320,88090
2017,1,"Bélgica","COOPERATIVA DE CAFICULTORES DE ANDE",584,680,176180
2017,1,"Bélgica","ENGELHART CTP (COLOMBIA )  S.A.S.",3838,4481,948863.42
2017,1,"Bélgica","FEDERACION NACIONAL DE CAFETEROS",11592,13527,1973334.24
2017,1,"Bélgica","LOUIS DREYFUS COMPANY COLOMBIA",2700,3151,449999.99
2017,1,"Bélgica","LOUIS DREYFUS COMPANY COLOMBIA S.A.",300,350,50000
2017,1,"Bélgica","MILD COFFEE COMPANY HUILA S.A.S C.I",1495,1743,358069.91
2017,1,"Bélgica","RACAFE & CIA S.C.A.",583,680,129238.44
2017,1,"Bélgica","SOCIEDAD EXPORTADORA DE CAFE",7391,8620,2387792.24
2017,1,"Bélgica","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",2458,2869,450000
2017,1,"Canadá","A LAUMAYER Y COMPAÑIA EXPORTADORES",1921,2239,493163
2017,1,"Canadá","ALEXCAFE SAS",276,321,50000
2017,1,"Canadá","AZAHAR COFFEE COMPANY S.A.S",534,622,136506.05
2017,1,"Canadá","BANCA EXPORTADORA S.A BANEXPORT",823,960,203878.09
2017,1,"Canadá","CAFE COLSUAVES S.A.S",1648,1919,354750
2017,1,"Canadá","CAFETRILLA EXPORTADORA LTDA",250,292,79466.16
2017,1,"Canadá","CARCAFE LTDA",4652,5429,1112081.83
2017,1,"Canadá","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",1653,1926,364979.47
2017,1,"Canadá","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",274,320,74062.99
2017,1,"Canadá","COOPERATIVA DE CAFICULTORES",2745,3203,782701.12
2017,1,"Canadá","COOPERATIVA DE CAFICULTORES DE ANDE",275,321,50000
2017,1,"Canadá","COOPERATIVA DEPARTAMENTAL DE",526,614,107304.83
2017,1,"Canadá","EMPRESA COFFEELAND S.A.S",103,119,32895
2017,1,"Canadá","ENGELHART CTP (COLOMBIA )  S.A.S.",824,962,150063.78
2017,1,"Canadá","FEDERACION NACIONAL DE CAFETEROS",4388,5120,1211758.81
2017,1,"Canadá","OLAM AGRO COLOMBIA S.A.S",3576,4169,909999.99
2017,1,"Canadá","RACAFE & CIA S.C.A.",275,321,90484.47
2017,1,"Canadá","SELECTO EXPORTADORES S.A.S.",275,321,87313
2017,1,"Canadá","SKN CARIBECAFE LTDA",4937,5760,1396942.82
2017,1,"Canadá","SOCIEDAD EXPORTADORA DE CAFE",13592,15860,3351484.37
2017,1,"Canadá","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",549,640,1e+05
2017,1,"Chile","AGROPECUARIA FARALLONES S.A.",30,34,11265.52
2017,1,"Chile","DESCAFEINADORA COLOMBIANA S.A.S",9,11,2612.42
2017,1,"Chile","FEDERACION NACIONAL DE CAFETEROS",459,535,226123.2
2017,1,"Chile","NESTLE DE COLOMBIA S.A.",62,72,28080.02
2017,1,"Chile","PROMOTORA DE CAFE COLOMBIA S.A.",312,365,290397.03
2017,1,"Chile","SUPER COFFEE S.A.S",16,18,6930
2017,1,"China","AMIGOS A M G LTDA",7,8,1893
2017,1,"China","COFCO COLOMBIA S.A.S",550,642,95000
2017,1,"China","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",224,262,53693.36
2017,1,"China","ENGELHART CTP (COLOMBIA )  S.A.S.",274,319,55000
2017,1,"China","EXPORTADORA DE CAFE CONDOR S.A.S",50,58,11850.61
2017,1,"China","FEDERACION NACIONAL DE CAFETEROS",826,963,215806.93
2017,1,"China","INDUSTRIAS ALIADAS S.A.S",236,276,119568
2017,1,"China","OLAM AGRO COLOMBIA S.A.S",275,320,59125
2017,1,"China","SKN CARIBECAFE LTDA",275,320,76019.06
2017,1,"China","WALKER ESCOBAR MAURICIO",5,6,3621
2017,1,"Colombia","FEDERACION NACIONAL DE CAFETEROS",233,273,130371.69
2017,1,"Corea del Sur","AGROPECUARIA ORGÁNICA TATAMÁ SAS",245,285,50000
2017,1,"Corea del Sur","ALEXCAFE SAS",1749,2040,510000
2017,1,"Corea del Sur","ALTAMIRA SUPREMO S.A.S.",275,320,50000
2017,1,"Corea del Sur","CAFE COLSUAVES S.A.S",2880,3360,619199.99
2017,1,"Corea del Sur","CARCAFE LTDA",2723,3178,618431.54
2017,1,"Corea del Sur","COFCO COLOMBIA S.A.S",549,641,119599.22
2017,1,"Corea del Sur","COMPAÑÍA CAFETERA LA MESETA S.A.",275,320,70538.2
2017,1,"Corea del Sur","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",551,642,146990.94
2017,1,"Corea del Sur","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",551,643,148712.39
2017,1,"Corea del Sur","COOPERATIVA DE CAFICULTORES",1647,1921,3e+05
2017,1,"Corea del Sur","COOPERATIVA DE CAFICULTORES DE ANDE",549,640,1e+05
2017,1,"Corea del Sur","ENGELHART CTP (COLOMBIA )  S.A.S.",823,959,20999.99
2017,1,"Corea del Sur","EXPORTADORA DE CAFE ISABELITA SAS",251,292,79257
2017,1,"Corea del Sur","FEDERACION NACIONAL DE CAFETEROS",3695,4313,991877.15
2017,1,"Corea del Sur","INCONEXUS S.A.S",244,285,50000
2017,1,"Corea del Sur","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",801,936,220500
2017,1,"Corea del Sur","LOLO COFFEE GROUP & CIA SCA",276,322,70000
2017,1,"Corea del Sur","LOUIS DREYFUS COMPANY COLOMBIA",551,643,1e+05
2017,1,"Corea del Sur","OLAM AGRO COLOMBIA S.A.S",1350,1573,290250
2017,1,"Corea del Sur","RACAFE & CIA S.C.A.",5282,6161,1435130.7
2017,1,"Corea del Sur","RAFAEL ESPINOSA HERMANOS & CIA SCA",825,962,226686.28
2017,1,"Corea del Sur","SOCIEDAD EXPORTADORA DE CAFE",549,641,140000
2017,1,"Corea del Sur","VIAS Y CAMINOS S.A.",251,293,70000
2017,1,"Costa Rica","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",135,159,34988.91
2017,1,"Dinamarca","FEDERACION NACIONAL DE CAFETEROS",111,130,49720.32
2017,1,"Dinamarca","OLAM AGRO COLOMBIA S.A.S",2097,2444,490000
2017,1,"Dinamarca","SOCIEDAD EXPORTADORA DE CAFE",899,1048,227779.26
2017,1,"Dinamarca","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",275,321,50000
2017,1,"E.A.U.","ALTAMIRA SUPREMO S.A.S.",276,322,50000
2017,1,"E.A.U.","C.I INVERSIONES PERCOL E.U",10,12,5894.26
2017,1,"E.A.U.","COMPAÑÍA CAFETERA LA MESETA S.A.",275,321,87046.3
2017,1,"E.A.U.","SUCAFE S.A.S",550,641,118250
2017,1,"Ecuador","COFFEE CONNECTIONS S.A.S.",4,4,3284.67
2017,1,"Ecuador","FEDERACION NACIONAL DE CAFETEROS",25,29,14570.64
2017,1,"Ecuador","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",808,945,402749.4
2017,1,"Ecuador","INDUSTRIAS ALIADAS S.A.S",245,286,42952
2017,1,"Ecuador","PROMOTORA DE CAFE COLOMBIA S.A.",86,100,61853.67
2017,1,"EE.UU.","A LAUMAYER Y COMPAÑIA EXPORTADORES",14682,17132,3717276.16
2017,1,"EE.UU.","AGROPECUARIA ORGÁNICA TATAMÁ SAS",274,320,70256.07
2017,1,"EE.UU.","ALEXCAFE SAS",8520,9945,2210999.99
2017,1,"EE.UU.","ALTAMIRA SUPREMO S.A.S.",1349,1575,250000
2017,1,"EE.UU.","AZAHAR COFFEE COMPANY S.A.S",262,305,66875.78
2017,1,"EE.UU.","BANCA EXPORTADORA S.A BANEXPORT",2449,2858,650572.73
2017,1,"EE.UU.","C. I. KYOTO LOHAS BEANS S.A.S",1376,1605,407969.1
2017,1,"EE.UU.","C.I HALOVI S.A",8,9,5812.58
2017,1,"EE.UU.","CAFE COLSUAVES S.A.S",823,961,177375
2017,1,"EE.UU.","CAFE DE SANTA BARBARA S.A.S.",1293,1512,450057.68
2017,1,"EE.UU.","CAFE DEVOTION S.A.S",87,98,65901.02
2017,1,"EE.UU.","CAFE LA MORELIA S.A.S.",15,19,4718
2017,1,"EE.UU.","CAFETRILLA EXPORTADORA LTDA",550,642,139548.69
2017,1,"EE.UU.","CARAVELA COLOMBIA S.A.S",1487,1732,368160.26
2017,1,"EE.UU.","CARCAFE LTDA",46132,53819,11622885.6
2017,1,"EE.UU.","COBIA GLOBAL COMMERCE SAS",247,287,85244.39
2017,1,"EE.UU.","COFCO COLOMBIA S.A.S",13191,15388,2138888.1
2017,1,"EE.UU.","COFFEE CONNECTIONS S.A.S.",0,0,231.84
2017,1,"EE.UU.","COMPAÑÍA CAFETERA LA MESETA S.A.",23255,27130,5741811.77
2017,1,"EE.UU.","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",35179,41050,8863036.96
2017,1,"EE.UU.","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",3204,3737,810548.91
2017,1,"EE.UU.","COOPERATIVA CAFE ORIGEN HUILACOOP",8,9,1501
2017,1,"EE.UU.","COOPERATIVA CENTRAL DE CAFICULTORES",4016,4687,970341.03
2017,1,"EE.UU.","COOPERATIVA DE CAFICULTORES",9839,11477,2724967.93
2017,1,"EE.UU.","COOPERATIVA DE CAFICULTORES DE ANDE",4395,5126,1297663.85
2017,1,"EE.UU.","COOPERATIVA DEPARTAMENTAL CAFETERA",4,4,2352.1
2017,1,"EE.UU.","COOPERATIVA DEPARTAMENTAL DE",13764,16055,2948219.51
2017,1,"EE.UU.","DESCAFEINADORA COLOMBIANA S.A.S",1199,1398,196512.75
2017,1,"EE.UU.","ENGELHART CTP (COLOMBIA )  S.A.S.",24946,29104,5053499.38
2017,1,"EE.UU.","EXPOCOSURCA S.A. C.I.",535,626,115025
2017,1,"EE.UU.","EXPORTADORA DE CAFE CONDOR S.A.S",790,924,286021.82
2017,1,"EE.UU.","EXPORTADORA DE CAFE ISABELITA SAS",550,642,168518
2017,1,"EE.UU.","FEDERACION NACIONAL DE CAFETEROS",22740,26520,6235570.96
2017,1,"EE.UU.","GOMEZ MORA S.A.",824,961,198651.08
2017,1,"EE.UU.","INCONEXUS S.A.S",248,289,70000
2017,1,"EE.UU.","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",4424,5166,2780608
2017,1,"EE.UU.","INDUSTRIAS ALIADAS S.A.S",5105,5959,2373228.39
2017,1,"EE.UU.","INTEGRA TRADING SAS",1375,1605,343194.8
2017,1,"EE.UU.","INVERCAFE CERRITOS S. A. S.",275,321,87490.89
2017,1,"EE.UU.","INVERSIONES GOMEZ JOVES Y CIA S.C.A",276,322,50000
2017,1,"EE.UU.","IXTAPA S.A.S.",1374,1603,250000
2017,1,"EE.UU.","LOLO COFFEE GROUP & CIA SCA",552,644,141464.23
2017,1,"EE.UU.","LOUIS DREYFUS COMPANY COLOMBIA",38132,44486,7241992.34
2017,1,"EE.UU.","LOUIS DREYFUS COMPANY COLOMBIA S.A.",7698,8979,1350000
2017,1,"EE.UU.","MILD COFFEE COMPANY HUILA S.A.S C.I",550,641,120000
2017,1,"EE.UU.","OLAM AGRO COLOMBIA S.A.S",23471,27380,5377870
2017,1,"EE.UU.","ORO MOLIDO S.A.",830,970,219985
2017,1,"EE.UU.","PROMOTORA CAFE DE ATURA SAS",275,320,106095
2017,1,"EE.UU.","PROMOTORA DE INVERSIONES",250,292,55987.25
2017,1,"EE.UU.","RACAFE & CIA S.C.A.",33878,39521,8833918.86
2017,1,"EE.UU.","RAFAEL ESPINOSA HERMANOS & CIA SCA",12551,14642,3286491.13
2017,1,"EE.UU.","RCMA COLOMBIA SAS",1369,1595,295625
2017,1,"EE.UU.","SE ORIGIN  S.A.S",276,321,80000
2017,1,"EE.UU.","SELECTO EXPORTADORES S.A.S.",552,645,189840
2017,1,"EE.UU.","SKN CARIBECAFE LTDA",11714,13669,3144823.58
2017,1,"EE.UU.","SOCIEDAD EXPORTADORA DE CAFE",39809,46439,10064960.08
2017,1,"EE.UU.","SUNTERRA SAS",29,33,15400
2017,1,"EE.UU.","SUR CAFE S.A",575,671,1e+05
2017,1,"EE.UU.","TERESITA EXPORTADORES DE CAFÉ S.A.",7942,9265,2042817.49
2017,1,"EE.UU.","TRILLADORA UNION S.A.",3598,4198,910493.82
2017,1,"EE.UU.","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",19758,23043,3449999.99
2017,1,"EE.UU.","ZAPATA GRISALES  E HIJOS SAS",2,2,996.6
2017,1,"El Salvador","COLOMBIAN MOUNTAIN COFFEE",68,79,46187.02
2017,1,"Eslovenia","FEDERACION NACIONAL DE CAFETEROS",1098,1281,264352.26
2017,1,"España","A LAUMAYER Y COMPAÑIA EXPORTADORES",275,321,75966
2017,1,"España","AZAHAR COFFEE COMPANY S.A.S",234,276,59463.71
2017,1,"España","CARCAFE LTDA",548,640,128091.5
2017,1,"España","COMPAÑÍA CAFETERA LA MESETA S.A.",1385,1615,360816.05
2017,1,"España","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",275,321,57659.01
2017,1,"España","COMPAÑIA NACIONAL DEL CAFÉ  S.A.S",548,638,154355.46
2017,1,"España","DESCAFEINADORA COLOMBIANA S.A.S",548,638,130277.09
2017,1,"España","FEDERACION NACIONAL DE CAFETEROS",4334,5056,1010616.39
2017,1,"España","INTEGRA TRADING SAS",825,962,195000.69
2017,1,"España","OLAM AGRO COLOMBIA S.A.S",284,331,70000
2017,1,"España","PERCAFE DEL TOLIMA S.A.S.",1,1,290
2017,1,"España","SELECTO EXPORTADORES S.A.S.",1934,2256,481046
2017,1,"España","SKN CARIBECAFE LTDA",8933,10423,2763771.77
2017,1,"España","SOCIEDAD EXPORTADORA DE CAFE",276,321,65619.05
2017,1,"Federación Rusa","ALTAMIRA SUPREMO S.A.S.",550,642,1e+05
2017,1,"Federación Rusa","CARCAFE LTDA",2188,2553,585428
2017,1,"Federación Rusa","COMPAÑÍA CAFETERA LA MESETA S.A.",1099,1283,282615.82
2017,1,"Federación Rusa","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",273,319,65507.03
2017,1,"Federación Rusa","COOPERATIVA DE CAFICULTORES",275,320,88090
2017,1,"Federación Rusa","FEDERACION NACIONAL DE CAFETEROS",1144,1334,315700
2017,1,"Federación Rusa","INTEGRA TRADING SAS",549,640,107595.71
2017,1,"Federación Rusa","OLAM AGRO COLOMBIA S.A.S",1649,1925,409125
2017,1,"Federación Rusa","RACAFE & CIA S.C.A.",833,972,205002.64
2017,1,"Federación Rusa","SKN CARIBECAFE LTDA",300,350,82531.86
2017,1,"Finlandia","C. I. KYOTO LOHAS BEANS S.A.S",285,333,112025.04
2017,1,"Finlandia","CARCAFE LTDA",2991,3487,836195.36
2017,1,"Finlandia","COMERCIALIZADORA DE CAFÉ LOS ANDAQU",212,248,94475.6
2017,1,"Finlandia","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",4758,5550,1258989.2
2017,1,"Finlandia","FEDERACION NACIONAL DE CAFETEROS",4110,4795,1273201.1
2017,1,"Finlandia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",899,1048,227779.27
2017,1,"Finlandia","SKN CARIBECAFE LTDA",1499,1749,445003.04
2017,1,"Finlandia","SOCIEDAD EXPORTADORA DE CAFE",301,350,75926.42
2017,1,"Francia","A LAUMAYER Y COMPAÑIA EXPORTADORES",556,649,147786.88
2017,1,"Francia","CARCAFE LTDA",2996,3494,792737.25
2017,1,"Francia","COFCO COLOMBIA S.A.S",550,641,140023.73
2017,1,"Francia","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",284,331,67438.7
2017,1,"Francia","DESCAFEINADORA COLOMBIANA S.A.S",571,666,95692.8
2017,1,"Francia","FEDERACION NACIONAL DE CAFETEROS",334,391,192366.72
2017,1,"Francia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",45,52,11940
2017,1,"Francia","LOUIS DREYFUS COMPANY COLOMBIA",1771,2065,449231.33
2017,1,"Francia","RACAFE & CIA S.C.A.",2996,3496,836266.66
2017,1,"Francia","RCMA COLOMBIA SAS",825,963,177375
2017,1,"Francia","SUR CAFE S.A",1421,1657,332430.47
2017,1,"Francia","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",255,298,50000
2017,1,"Grecia","A LAUMAYER Y COMPAÑIA EXPORTADORES",275,321,66270.91
2017,1,"Grecia","COMPAÑÍA CAFETERA LA MESETA S.A.",844,985,209070.92
2017,1,"Grecia","HACIENDA SANTA ELISA SAS",12,16,10393.64
2017,1,"Grecia","SWEET LATITUDE S.A.S",249,292,63950.38
2017,1,"Hong Kong","COMPAÑÍA CAFETERA LA MESETA S.A.",274,320,73214.82
2017,1,"Hong Kong","FEDERACION NACIONAL DE CAFETEROS",275,321,63500.19
2017,1,"Hong Kong","GOMEZ MORA S.A.",275,320,66513.11
2017,1,"Hong Kong","MILD COFFEE COMPANY HUILA S.A.S C.I",275,321,50000
2017,1,"Hong Kong","PERCAFE DEL TOLIMA S.A.S.",243,284,50000
2017,1,"India","PROMOTORA DE INVERSIONES",275,320,64533.44
2017,1,"Irán","RAFAEL ESPINOSA HERMANOS & CIA SCA",274,319,71618.3
2017,1,"Irlanda","RACAFE & CIA S.C.A.",549,640,156541.69
2017,1,"Irlanda","SOCIEDAD EXPORTADORA DE CAFE",284,332,69599.22
2017,1,"Israel","ALEXCAFE SAS",275,321,70000
2017,1,"Israel","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",1099,1281,250001.63
2017,1,"Israel","RACAFE & CIA S.C.A.",1100,1283,282496.65
2017,1,"Israel","RAFAEL ESPINOSA HERMANOS & CIA SCA",1374,1601,371851.54
2017,1,"Italia","A LAUMAYER Y COMPAÑIA EXPORTADORES",2843,3316,732689.43
2017,1,"Italia","BANCA EXPORTADORA S.A BANEXPORT",852,996,208797.67
2017,1,"Italia","CARCAFE LTDA",2871,3347,735571.97
2017,1,"Italia","COMPAÑÍA CAFETERA LA MESETA S.A.",282,329,79163.54
2017,1,"Italia","COOPERATIVA DEPARTAMENTAL DE",299,349,63278.35
2017,1,"Italia","ENGELHART CTP (COLOMBIA )  S.A.S.",1312,1530,347996.1
2017,1,"Italia","EXPORTADORA DE CAFE CONDOR S.A.S",550,642,139198.44
2017,1,"Italia","FEDERACION NACIONAL DE CAFETEROS",549,640,143586.43
2017,1,"Italia","LOUIS DREYFUS COMPANY COLOMBIA",300,350,75926.42
2017,1,"Italia","OLAM AGRO COLOMBIA S.A.S",1699,1982,400400
2017,1,"Italia","RACAFE & CIA S.C.A.",10009,11675,2540423.54
2017,1,"Italia","RAFAEL ESPINOSA HERMANOS & CIA SCA",596,696,154746
2017,1,"Italia","SELECTO EXPORTADORES S.A.S.",599,698,118423
2017,1,"Italia","SKN CARIBECAFE LTDA",3717,4336,949758.54
2017,1,"Italia","SOCIEDAD EXPORTADORA DE CAFE",616,720,151852.84
2017,1,"Italia","TERESITA EXPORTADORES DE CAFÉ S.A.",275,321,63508.59
2017,1,"Italia","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",255,297,50000
2017,1,"Jamaica","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",5,5,3450.12
2017,1,"Japón","A LAUMAYER Y COMPAÑIA EXPORTADORES",1747,2037,466070.78
2017,1,"Japón","AGROPECUARIA FARALLONES S.A.",2205,2572,485497.02
2017,1,"Japón","ALEXCAFE SAS",1374,1605,270000
2017,1,"Japón","BANCA EXPORTADORA S.A BANEXPORT",359,421,130000.01
2017,1,"Japón","C. I. KYOTO LOHAS BEANS S.A.S",252,295,100151.83
2017,1,"Japón","CAFE COLSUAVES S.A.S",1120,1308,241875
2017,1,"Japón","CARCAFE LTDA",4612,5379,1028410.15
2017,1,"Japón","COMPAÑÍA CAFETERA LA MESETA S.A.",6046,7055,1446309.68
2017,1,"Japón","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",3750,4374,929711.87
2017,1,"Japón","ENGELHART CTP (COLOMBIA )  S.A.S.",6421,7490,1190000
2017,1,"Japón","EXPORTADORA DE CAFE CONDOR S.A.S",1072,1251,308228.04
2017,1,"Japón","EXPORTADORA DE CAFE ISABELITA SAS",550,642,178809
2017,1,"Japón","FEDERACION NACIONAL DE CAFETEROS",46925,54742,13239816.78
2017,1,"Japón","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",475,554,236817.28
2017,1,"Japón","INDUSTRIAS ALIADAS S.A.S",580,678,217240
2017,1,"Japón","LOUIS DREYFUS COMPANY COLOMBIA",13887,16201,2549999.98
2017,1,"Japón","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1653,1929,3e+05
2017,1,"Japón","MILD COFFEE COMPANY HUILA S.A.S C.I",276,322,50000
2017,1,"Japón","OLAM AGRO COLOMBIA S.A.S",1200,1400,258000
2017,1,"Japón","RACAFE & CIA S.C.A.",17764,20724,4697280.1
2017,1,"Japón","RAFAEL ESPINOSA HERMANOS & CIA SCA",1176,1371,312600.29
2017,1,"Japón","SKN CARIBECAFE LTDA",5546,6468,1402621.59
2017,1,"Japón","SOCIEDAD EXPORTADORA DE CAFE",4450,5190,780000.01
2017,1,"Jordania","ENGELHART CTP (COLOMBIA )  S.A.S.",275,321,50000
2017,1,"Kuwait","PROMOTORA DE CAFE COLOMBIA S.A.",5,7,5951.17
2017,1,"Líbano","RACAFE & CIA S.C.A.",285,332,50000
2017,1,"Malasia","CARCAFE LTDA",3847,4487,965799.67
2017,1,"Malasia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",395,463,138891.09
2017,1,"Malasia","LOUIS DREYFUS COMPANY COLOMBIA",855,998,150000
2017,1,"Malasia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",551,643,1e+05
2017,1,"Malasia","RACAFE & CIA S.C.A.",1098,1278,307981.96
2017,1,"Marruecos","SELECTO EXPORTADORES S.A.S.",275,321,64874
2017,1,"Marruecos","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",274,320,50000
2017,1,"México","CAFE COLSUAVES S.A.S",248,290,53750
2017,1,"México","COMPAÑÍA CAFETERA LA MESETA S.A.",548,639,124517.21
2017,1,"México","COMPAÑIA COLOMBIANA AGROINDUSTRIAL",1100,1283,287863.82
2017,1,"México","FEDERACION NACIONAL DE CAFETEROS",2911,3396,1123970.76
2017,1,"México","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",2028,2367,341250
2017,1,"México","INDUSTRIAS ALIADAS S.A.S",160,187,40348.8
