"Año","Mes","Pais_Destino","Nombre_Exportador","Sacos_de_70kg_equivalente_real_exportado","Sacos_de_60Kg_Exportados","Valor_factura_USD"
2019,8,"Corea del Sur","DESCAFEINADORA COLOMBIANA S.A.S",321,374,112055.15
2019,8,"Corea del Sur","ENGELHART CTP COLOMBIA S.A.S.",825,958,150000
2019,8,"Corea del Sur","EXPOCOSURCA S.A. C.I.",275,319,59125
2019,8,"Corea del Sur","FEDERACION NACIONAL DE CAFETEROS",2525,2948,578522.8
2019,8,"Corea del Sur","HACIENDA SANTA ELISA SAS",0,0,13778.64
2019,8,"Corea del Sur","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",720,841,189390
2019,8,"Corea del Sur","INDUSTRIAS ALIADAS S.A.S",254,296,120634.8
2019,8,"Corea del Sur","INNOVACION Y DESARROLLO TECNOLOGICO",25,30,31217.35
2019,8,"Corea del Sur","LATINA COLOMBIA S.A.S.",75,89,150000
2019,8,"Corea del Sur","LOUIS DREYFUS COMPANY COLOMBIA S.A.",1650,1930,3e+05
2019,8,"Corea del Sur","OLAM AGRO COLOMBIA S.A.S",20675,24106,4979999.95
2019,8,"Corea del Sur","RACAFE & CIA S.C.A.",800,933,167406.52
2019,8,"Corea del Sur","SELECTO EXPORTADORES S.A.S.",70,81,18442.62
2019,8,"Corea del Sur","SOCIEDAD EXPORTADORA DE CAFE DE",375,437,70000
2019,8,"Corea del Sur","SUCAFINA COLOMBIA SAS",1935,2260,349999.99
2019,8,"Corea del Sur","VIVE CAFE S.A.",5,6,3000
2019,8,"Costa Rica","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",77,90,17449.7
2019,8,"Costa Rica","INDUSTRIAS ALIADAS S.A.S",66,77,13363.5
2019,8,"Dinamarca","COCORA AGROINDUSTRIAL SAS",1,1,2752.98
2019,8,"Dinamarca","CONDOR SPECIALTY COFFEE SOCIEDAD PO",600,698,1e+05
2019,8,"Dinamarca","FEDERACION NACIONAL DE CAFETEROS",408,477,174141.13
2019,8,"Dinamarca","OLAM AGRO COLOMBIA S.A.S",600,699,1e+05
2019,8,"Dinamarca","SKN CARIBECAFE LTDA",310,362,65430.9
2019,8,"E.A.U.","DESCAFEINADORA COLOMBIANA S.A.S",570,666,100708.68
2019,8,"E.A.U.","RACAFE & CIA S.C.A.",275,321,69537.76
2019,8,"Ecuador","FEDERACION NACIONAL DE CAFETEROS",1590,1849,957919.51
2019,8,"Ecuador","INDUSTRIAS ALIADAS S.A.S",245,286,51410.24
2019,8,"Ecuador","KIFA SAS",34,40,10000
2019,8,"Ecuador","PROMOTORA DE CAFE COLOMBIA S.A.",407,474,355483.58
2019,8,"EE.UU.","575 CAFE S.A.S.",245,287,121892.26
2019,8,"EE.UU.","A LAUMAYER Y COMPAÑIA EXPORTADORES",3310,3859,741211.66
2019,8,"EE.UU.","AGPROCEM SPECIALITY COFFEE PLANADAS",1350,1569,306500
2019,8,"EE.UU.","AGUMOSOT SAS",825,961,147000
2019,8,"EE.UU.","ALTAMIRA SUPREMO S.A.S",275,321,70000
2019,8,"EE.UU.","ALTOS DEL TIO CONEJO S.A.S",82,95,24808.5
2019,8,"EE.UU.","AZAHAR COFFEE COMPANY S.A.S",1650,1916,420866.33
2019,8,"EE.UU.","BANCA EXPORTADORA S.A BANEXPORT",2750,3212,651088.82
2019,8,"EE.UU.","C. I. LOHAS BEANS S.A.S",4575,5335,1167101.94
2019,8,"EE.UU.","CAFE COLSUAVES S.A.S",825,962,177375
2019,8,"EE.UU.","CAFE DE SANTA BARBARA S.A.S.",1831,2134,643134.65
2019,8,"EE.UU.","CAFE DEVOTION S.A.S",108,125,60300
2019,8,"EE.UU.","CAFE GRANJA LA ESPERANZA  S.A. C.I.",270,314,58695
2019,8,"EE.UU.","CAFEXPORT SARL SUCURSAL COLOMBIA",285,333,73126.96
2019,8,"EE.UU.","CAMPESINO COFFEE S.A.S.",549,639,185622.27
2019,8,"EE.UU.","CARAVELA COLOMBIA S.A.S",3372,3923,738826.01
2019,8,"EE.UU.","CARCAFE LTDA",56890,66191,13527571.1
2019,8,"EE.UU.","COFCO INTERNATIONAL COLOMBIA S.A.S",12375,14415,2250000.05
2019,8,"EE.UU.","COFFEE ROASTING S.A.S",16,19,3179.43
2019,8,"EE.UU.","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",1050,1222,224638.84
2019,8,"EE.UU.","COMPAÑÍA CAFETERA LA MESETA S.A.",45025,52531,9268117.17
2019,8,"EE.UU.","CONDOR SPECIALTY COFFEE SOCIEDAD PO",29922,34869,6453672.58
2019,8,"EE.UU.","COOPERATIVA CENTRAL DE CAFICULTORES",1386,1617,3e+05
2019,8,"EE.UU.","COOPERATIVA DE CAFETALEROS DEL NORT",6,7,5067.17
2019,8,"EE.UU.","COOPERATIVA DE CAFICULTORES DE ANDE",1198,1396,303054.89
2019,8,"EE.UU.","COOPERATIVA DE CAFICULTORES DEL SUR",1100,1280,236500
2019,8,"EE.UU.","COOPERATIVA DE PRODUCTORES DE CAFÉ",550,640,118250
2019,8,"EE.UU.","COOPERATIVA DEPARTAMENTAL DE",1045,1215,220000
2019,8,"EE.UU.","D`ORIGENN S.A.S",35,41,21105.88
2019,8,"EE.UU.","DESCAFEINADORA COLOMBIANA S.A.S",1204,1404,253692
2019,8,"EE.UU.","ENGELHART CTP COLOMBIA S.A.S.",31370,36505,5368024.33
2019,8,"EE.UU.","EXPOCOSURCA S.A. C.I.",1507,1754,325725
2019,8,"EE.UU.","FEDERACION NACIONAL DE CAFETEROS",59969,69925,13043383.52
2019,8,"EE.UU.","G&B HIJOS SAS",275,322,79936.49
2019,8,"EE.UU.","GARCIA & ARANDA ASOCIADOS SAS",42,50,8310.09
2019,8,"EE.UU.","GOMEZ GOMEZ PABLO ENRIQUE",9,11,9650
2019,8,"EE.UU.","GRUPO TAP S.A.S C.I.",1325,1541,296181.94
2019,8,"EE.UU.","HACIENDA CAFETERA LA PRADERA SAS",10,12,3315
2019,8,"EE.UU.","HACIENDA SANTA ELISA SAS",0,0,17883.36
2019,8,"EE.UU.","INCONEXUS S.A.S",825,963,210000
2019,8,"EE.UU.","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",14601,17033,5705634.08
2019,8,"EE.UU.","INDUSTRIAS ALIADAS S.A.S",9618,11228,3795568.4
2019,8,"EE.UU.","INTEGRA TRADING SAS",6070,7074,1226481.78
2019,8,"EE.UU.","INVERCAFE CERRITOS SOCIEDAD POR ACC",275,320,87122.91
2019,8,"EE.UU.","INVERSIONES SHADEL SAS",193,223,102920
2019,8,"EE.UU.","IXTAPA S.A.S.",825,961,170000
2019,8,"EE.UU.","LA TOSTADORA S.A.S.",12,14,4583.98
2019,8,"EE.UU.","LAMERICA CI SAS",4,5,1488.03
2019,8,"EE.UU.","LOLO COFFEE GROUP & CIA SCA",906,1057,155460.8
2019,8,"EE.UU.","LOUIS DREYFUS COMPANY COLOMBIA S.A.",23875,27837,4250000
2019,8,"EE.UU.","NEVACOS BEANS SAS",35,42,9999.97
2019,8,"EE.UU.","OLAM AGRO COLOMBIA S.A.S",20200,23554,5040000
2019,8,"EE.UU.","ORO MOLIDO S.A.",1103,1284,320125.31
2019,8,"EE.UU.","OSITO C.I. S.A.S.",280,326,71841.64
2019,8,"EE.UU.","PRODUCTOS Y SERVICIOS LIDERES DE",90,105,32716.6
2019,8,"EE.UU.","PROMOTORA CAFE DE ALTURA SAS",353,412,61000
2019,8,"EE.UU.","PROMOTORA LAS MONITAS S.A.S",3,3,1602
2019,8,"EE.UU.","RACAFE & CIA S.C.A.",35490,41343,7550769.87
2019,8,"EE.UU.","SANMIGUEL CIA COLOMBIANA AGRICOLA S",275,319,450000.02
2019,8,"EE.UU.","SELECTO EXPORTADORES S.A.S.",1920,2242,526358
2019,8,"EE.UU.","SIRUMA COFFEE S.A.S.",275,321,70000
2019,8,"EE.UU.","SKN CARIBECAFE LTDA",24475,28513,4972348.1
2019,8,"EE.UU.","SOCIEDAD EXPORTADORA DE CAFE DE",36216,42134,7041291.71
2019,8,"EE.UU.","SUCAFINA COLOMBIA SAS",19525,22738,3777630.84
2019,8,"EE.UU.","SUNTERRA SAS",606,709,199813.51
2019,8,"EE.UU.","TERESITA EXPORTADORES DE CAFÉ S.A.",1650,1922,237860.2
2019,8,"EE.UU.","THE MEDELLIN COFFEE FACTORY SAS",5,6,3287.82
2019,8,"EE.UU.","TOVAR ORTIZ JOSE YESID",2,2,1334.8
2019,8,"EE.UU.","TRILLADORA COMERCIALIZADORA Y",53,68,34216.82
2019,8,"EE.UU.","TRILLADORA UNION S.A.",9,11,4475.1
2019,8,"EE.UU.","TRILLADORAS DE LAS COOPS DE CAFICUL",1100,1283,200000.01
2019,8,"EE.UU.","VALLE DEL CAFÉ COLOMBIA S.A.S.",40,48,15600
2019,8,"El Salvador","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",39,45,13788.9
2019,8,"El Salvador","PROMOTORA DE CAFE COLOMBIA S.A.",15,18,17223.04
2019,8,"Eslovenia","COMPAÑÍA CAFETERA LA MESETA S.A.",285,331,59407.1
2019,8,"Eslovenia","FEDERACION NACIONAL DE CAFETEROS",1925,2247,420373.68
2019,8,"España","CARCAFE LTDA",847,984,185133.1
2019,8,"España","COFCO INTERNATIONAL COLOMBIA S.A.S",585,682,122998.79
2019,8,"España","COMPAÑÍA CAFETERA LA MESETA S.A.",275,322,56420.95
2019,8,"España","ENGELHART CTP COLOMBIA S.A.S.",4174,4857,707002.9
2019,8,"España","FEDERACION NACIONAL DE CAFETEROS",2878,3355,673078.56
2019,8,"España","GRUPO TAP S.A.S C.I.",14,16,4900
2019,8,"España","INTEGRA TRADING SAS",275,321,57292.11
2019,8,"España","OLAM AGRO COLOMBIA S.A.S",550,641,140000
2019,8,"España","RACAFE & CIA S.C.A.",1800,2100,299999.99
2019,8,"España","SELECTO EXPORTADORES S.A.S.",835,976,193050
2019,8,"España","SKN CARIBECAFE LTDA",3500,4080,869998.61
2019,8,"España","SOCIEDAD EXPORTADORA DE CAFE DE",275,320,54670
2019,8,"España","SUCAFINA COLOMBIA SAS",275,319,70142.56
2019,8,"España","TERESITA EXPORTADORES DE CAFÉ S.A.",570,665,113948.57
2019,8,"Estonia","FEDERACION NACIONAL DE CAFETEROS",572,667,107954
2019,8,"Estonia","OLAM AGRO COLOMBIA S.A.S",275,321,50000
2019,8,"Estonia","PALMETO INVERSIONES SAS",356,415,152020.94
2019,8,"Estonia","SKN CARIBECAFE LTDA",275,320,56784.53
2019,8,"Federación Rusa","ALEXCAFE SAS",550,642,1e+05
2019,8,"Federación Rusa","CARCAFE LTDA",2280,2649,492666.08
2019,8,"Federación Rusa","COMERCIALIZADORA DE CAFÉ LOS ANDAQU",61,71,29732
2019,8,"Federación Rusa","COMPAÑÍA CAFETERA LA MESETA S.A.",3025,3541,627674.09
2019,8,"Federación Rusa","CONDOR SPECIALTY COFFEE SOCIEDAD PO",570,664,120000
2019,8,"Federación Rusa","ENGELHART CTP COLOMBIA S.A.S.",1100,1280,2e+05
2019,8,"Federación Rusa","FEDERACION NACIONAL DE CAFETEROS",4537,5291,1079398
2019,8,"Federación Rusa","GRUPO ASOCIATIVO VILLA ESPERANZA",14,16,3626
2019,8,"Federación Rusa","INVERCAFE CERRITOS SOCIEDAD POR ACC",275,320,50489.66
2019,8,"Federación Rusa","OLAM AGRO COLOMBIA S.A.S",600,698,140000
2019,8,"Federación Rusa","POLIS AGRO COLOMBIA SAS",1270,1480,2e+05
2019,8,"Federación Rusa","RACAFE & CIA S.C.A.",565,660,139705.5
2019,8,"Federación Rusa","SUCAFINA COLOMBIA SAS",285,331,50000
2019,8,"Federación Rusa","SUCESORES DE JOSE JESUS RESTREPO Y",2,2,963
2019,8,"Federación Rusa","TERESITA EXPORTADORES DE CAFÉ S.A.",550,643,175059
2019,8,"Finlandia","BANCA EXPORTADORA S.A BANEXPORT",825,963,210000
2019,8,"Finlandia","CARCAFE LTDA",5070,5896,1092767.68
2019,8,"Finlandia","CONDOR SPECIALTY COFFEE SOCIEDAD PO",825,960,241334.25
2019,8,"Finlandia","FEDERACION NACIONAL DE CAFETEROS",2700,3147,551103.25
2019,8,"Finlandia","OLAM AGRO COLOMBIA S.A.S",4725,5513,1190000
2019,8,"Finlandia","SOCIEDAD EXPORTADORA DE CAFE DE",2050,2382,463919.77
2019,8,"Francia","BANCA EXPORTADORA S.A BANEXPORT",2200,2567,340000
2019,8,"Francia","COMPAÑÍA CAFETERA LA MESETA S.A.",275,322,58644.35
2019,8,"Francia","CONDOR SPECIALTY COFFEE SOCIEDAD PO",3275,3817,659833.18
2019,8,"Francia","ECOLSIERRA EXPORT S.A.S",275,321,70000
2019,8,"Francia","ENGELHART CTP COLOMBIA S.A.S.",550,642,107363.43
2019,8,"Francia","EXPOCOSURCA S.A. C.I.",525,611,112875
2019,8,"Francia","FEDERACION NACIONAL DE CAFETEROS",3375,3928,718008.13
2019,8,"Francia","OLAM AGRO COLOMBIA S.A.S",2325,2712,560000.01
2019,8,"Francia","RACAFE & CIA S.C.A.",1500,1746,323029.59
2019,8,"Francia","SELECTO EXPORTADORES S.A.S.",275,319,54507
2019,8,"Francia","SUCAFINA COLOMBIA SAS",2850,3313,499999.99
2019,8,"Georgia","COMPAÑÍA CAFETERA LA MESETA S.A.",275,322,55540.54
2019,8,"Granada","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",5,6,3097.56
2019,8,"Grecia","COMPAÑÍA CAFETERA LA MESETA S.A.",285,333,65132.62
2019,8,"Grecia","CONDOR SPECIALTY COFFEE SOCIEDAD PO",285,331,70000
2019,8,"Grecia","ENGELHART CTP COLOMBIA S.A.S.",550,639,113981.03
2019,8,"Grecia","FLAVOR EQUATION SAS",276,321,57419.88
2019,8,"Grecia","RACAFE & CIA S.C.A.",846,988,176016.98
2019,8,"Guatemala","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",107,125,31761.4
2019,8,"Guyana","FEDERACION NACIONAL DE CAFETEROS",79,88,38895
2019,8,"Honduras","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",17,20,6710.64
2019,8,"India","SOCIEDAD EXPORTADORA DE CAFE DE",275,320,50000
2019,8,"Indonesia","FEDERACION NACIONAL DE CAFETEROS",150,174,33819.67
2019,8,"Irlanda","CONDOR SPECIALTY COFFEE SOCIEDAD PO",825,960,158122.84
2019,8,"Irlanda","SOCIEDAD EXPORTADORA DE CAFE DE",275,321,50000
2019,8,"Islandia","FEDERACION NACIONAL DE CAFETEROS",285,332,61949.01
2019,8,"Israel","COFCO INTERNATIONAL COLOMBIA S.A.S",835,973,160000
2019,8,"Israel","COMPAÑÍA CAFETERA LA MESETA S.A.",275,322,53467.89
2019,8,"Israel","CONDOR SPECIALTY COFFEE SOCIEDAD PO",549,640,100000.01
2019,8,"Israel","COOPERATIVA CENTRAL DE CAFICULTORES",275,320,89023.73
2019,8,"Israel","ENGELHART CTP COLOMBIA S.A.S.",549,642,107093.08
2019,8,"Israel","FEDERACION NACIONAL DE CAFETEROS",838,974,165912.12
2019,8,"Israel","OLAM AGRO COLOMBIA S.A.S",550,641,10000
2019,8,"Israel","SOCIEDAD EXPORTADORA DE CAFE DE",274,321,50000
2019,8,"Israel","VILLEGAS Y CIA. SOCIEDAD EN COMANDI",552,644,1e+05
2019,8,"Italia","ALTAMIRA SUPREMO S.A.S",550,642,1e+05
2019,8,"Italia","ASOCIACION COLOMBIANA DE PEQUEÑOS",1650,1918,439239.1
2019,8,"Italia","CARCAFE LTDA",285,327,66889.58
2019,8,"Italia","COMPAÑÍA CAFETERA LA MESETA S.A.",1100,1280,228422.85
2019,8,"Italia","ENGELHART CTP COLOMBIA S.A.S.",1710,1988,354518.17
2019,8,"Italia","FEDERACION NACIONAL DE CAFETEROS",3463,4031,706783.8
2019,8,"Italia","GRUPO TAP S.A.S C.I.",285,333,50000
2019,8,"Italia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",25,29,7280
2019,8,"Italia","LOUIS DREYFUS COMPANY COLOMBIA S.A.",3450,4016,730653.94
2019,8,"Italia","OLAM AGRO COLOMBIA S.A.S",285,332,50000
2019,8,"Italia","RACAFE & CIA S.C.A.",8835,10311,2214131.29
2019,8,"Italia","SKN CARIBECAFE LTDA",2010,2343,405801.38
2019,8,"Italia","SOCIEDAD EXPORTADORA DE CAFE DE",1185,1375,220461
2019,8,"Jamaica","SELECTO EXPORTADORES S.A.S.",275,322,61595
2019,8,"Japón","A LAUMAYER Y COMPAÑIA EXPORTADORES",2000,2332,429151.02
2019,8,"Japón","BANCA EXPORTADORA S.A BANEXPORT",1460,1699,290000.01
2019,8,"Japón","CAFE COLSUAVES S.A.S",275,321,59125
2019,8,"Japón","CARCAFE LTDA",6500,7541,1264033.87
2019,8,"Japón","COFCO INTERNATIONAL COLOMBIA S.A.S",3925,4570,800000.01
2019,8,"Japón","COLOMBIAN MOUNTAIN COFFEE",6,7,8740.62
2019,8,"Japón","COMPAÑÍA CAFETERA LA MESETA S.A.",12850,15022,2552974.53
2019,8,"Japón","CONDOR SPECIALTY COFFEE SOCIEDAD PO",271,317,80000
2019,8,"Japón","ENGELHART CTP COLOMBIA S.A.S.",5475,6377,1050000.02
2019,8,"Japón","FEDERACION NACIONAL DE CAFETEROS",26271,30652,5851795.33
2019,8,"Japón","HACIENDA SANTA ELISA SAS",1,1,7350.14
2019,8,"Japón","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",2,2,10476
2019,8,"Japón","OLAM AGRO COLOMBIA S.A.S",2800,3267,5e+05
2019,8,"Japón","RACAFE & CIA S.C.A.",20499,23905,4215608.24
2019,8,"Japón","SKN CARIBECAFE LTDA",1300,1517,784480.68
2019,8,"Jordania","C.I INVERSIONES PERCOL E.U",36,42,11830
2019,8,"Jordania","COMPAÑÍA CAFETERA LA MESETA S.A.",275,321,53346.15
2019,8,"Jordania","FEDERACION NACIONAL DE CAFETEROS",186,217,70000
2019,8,"Kuwait","SKN CARIBECAFE LTDA",275,321,58730.8
2019,8,"Letonia","SKN CARIBECAFE LTDA",825,963,182501.65
2019,8,"Lituania","COMPAÑÍA CAFETERA LA MESETA S.A.",275,321,53782.48
2019,8,"Malasia","CARCAFE LTDA",4125,4810,817121.33
2019,8,"Malasia","CONDOR SPECIALTY COFFEE SOCIEDAD PO",2750,3204,599999.99
2019,8,"Malasia","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",251,293,57375
2019,8,"Marruecos","FEDERACION NACIONAL DE CAFETEROS",550,643,108531.27
2019,8,"México","C. I. LOHAS BEANS S.A.S",148,173,40000
2019,8,"México","CAFE LA MORELIA S.A.S.",28,33,6783
2019,8,"México","COMPAÑÍA CAFETERA LA MESETA S.A.",825,962,171034.95
2019,8,"México","CONDOR SPECIALTY COFFEE SOCIEDAD PO",630,733,118584.37
2019,8,"México","FEDERACION NACIONAL DE CAFETEROS",3033,3545,1093247.52
2019,8,"México","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",104,121,35823.27
2019,8,"México","INDUSTRIAS ALIADAS S.A.S",160,187,43848
2019,8,"México","OLAM AGRO COLOMBIA S.A.S",825,963,210000
2019,8,"México","PROMOTORA DE CAFE COLOMBIA S.A.",250,292,234099.82
2019,8,"México","SKN CARIBECAFE LTDA",825,961,173557.55
2019,8,"México","SOCIEDAD EXPORTADORA DE CAFE DE",250,289,50000
2019,8,"Noruega","CONDOR SPECIALTY COFFEE SOCIEDAD PO",1950,2275,428131.09
2019,8,"Noruega","FEDERACION NACIONAL DE CAFETEROS",6840,7975,1400031.76
2019,8,"Noruega","OLAM AGRO COLOMBIA S.A.S",3300,3849,550000
2019,8,"Noruega","SKN CARIBECAFE LTDA",1100,1280,220243.5
2019,8,"Nueva Zelanda","COMPAÑÍA CAFETERA LA MESETA S.A.",275,320,68625.45
2019,8,"Nueva Zelanda","ENGELHART CTP COLOMBIA S.A.S.",825,963,150000
2019,8,"Nueva Zelanda","EXPOCOSURCA S.A. C.I.",1096,1276,235640
2019,8,"Nueva Zelanda","RACAFE & CIA S.C.A.",1109,1293,262859.19
2019,8,"Países Bajos","CARCAFE LTDA",2975,3460,722122.71
2019,8,"Países Bajos","COCORA AGROINDUSTRIAL SAS",146,171,70000
2019,8,"Países Bajos","COMPAÑÍA CAFETERA LA MESETA S.A.",1120,1307,273896.67
2019,8,"Países Bajos","COMPAÑIA DE LA HACIENDA DE MISIONES",24,28,4032
2019,8,"Países Bajos","CONDOR SPECIALTY COFFEE SOCIEDAD PO",1400,1632,282540.88
2019,8,"Países Bajos","COOPERATIVA CENTRAL DE CAFICULTORES",550,642,140000
2019,8,"Países Bajos","ENGELHART CTP COLOMBIA S.A.S.",900,1044,186168.91
2019,8,"Países Bajos","FEDERACION NACIONAL DE CAFETEROS",503,587,181190.24
2019,8,"Países Bajos","INCONEXUS S.A.S",275,321,70000
2019,8,"Países Bajos","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",267,312,218206.08
2019,8,"Países Bajos","LOUIS DREYFUS COMPANY COLOMBIA S.A.",300,350,50000
2019,8,"Países Bajos","OLAM AGRO COLOMBIA S.A.S",600,700,120000
2019,8,"Países Bajos","RACAFE & CIA S.C.A.",300,350,50000
2019,8,"Países Bajos","SOCIEDAD EXPORTADORA DE CAFE DE",1950,2263,480447.48
2019,8,"Países Bajos","SUCAFINA COLOMBIA SAS",2200,2561,461233.28
2019,8,"Países Bajos","TMO IMPORT EXPORT SAS",510,595,170126.6
2019,8,"Panamá","CAFE DON VALLE SAS",117,137,29807.57
2019,8,"Panamá","GOOD PRICE CORPORATION SAS",339,396,87036.47
2019,8,"Panamá","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",533,625,164859.61
2019,8,"Panamá","PRICESMART COLOMBIA SAS",41,48,17464.19
2019,8,"Panamá","RESTCAFE S A S",38,44,22080
2019,8,"Paraguay","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",62,71,23980.86
2019,8,"Perú","FEDERACION NACIONAL DE CAFETEROS",821,957,253923
2019,8,"Perú","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",264,307,110050.47
2019,8,"Perú","NESTLE DE COLOMBIA S.A.",134,156,30432
2019,8,"Perú","PROMOTORA DE CAFE COLOMBIA S.A.",305,354,276500.84
2019,8,"Polonia","A LAUMAYER Y COMPAÑIA EXPORTADORES",825,961,170501.21
2019,8,"Polonia","COMPAÑÍA CAFETERA LA MESETA S.A.",600,699,126239.25
2019,8,"Polonia","FEDERACION NACIONAL DE CAFETEROS",1965,2291,534501
2019,8,"Portugal","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",300,349,60885.4
2019,8,"Portugal","COMPAÑÍA CAFETERA LA MESETA S.A.",835,974,170289.49
2019,8,"Portugal","ENGELHART CTP COLOMBIA S.A.S.",300,349,50000
2019,8,"Portugal","FEDERACION NACIONAL DE CAFETEROS",620,724,133408.89
2019,8,"Puerto Rico","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",8,9,3856.98
2019,8,"Qatar","THOSE COFFEE PEOPLE SAS",15,17,10962
2019,8,"Reino Unido","ALTAMIRA SUPREMO S.A.S",275,321,50000
2019,8,"Reino Unido","BANCA EXPORTADORA S.A BANEXPORT",279,324,71490.12
2019,8,"Reino Unido","CARAVELA COLOMBIA S.A.S",518,604,112659.99
2019,8,"Reino Unido","CATA CAFE EXPORT SAS",3,3,2206.8
2019,8,"Reino Unido","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",275,320,56020.02
2019,8,"Reino Unido","COMPAÑÍA CAFETERA LA MESETA S.A.",550,645,115750.38
2019,8,"Reino Unido","CONDOR SPECIALTY COFFEE SOCIEDAD PO",550,640,137690.04
2019,8,"Reino Unido","COOPERATIA MULTIETNICA Y PLURICULT",285,333,61275
2019,8,"Reino Unido","DESCAFEINADORA COLOMBIANA S.A.S",275,320,72489.21
2019,8,"Reino Unido","ENGELHART CTP COLOMBIA S.A.S.",5022,5849,936948.8
2019,8,"Reino Unido","FEDERACION NACIONAL DE CAFETEROS",1280,1495,377872.18
2019,8,"Reino Unido","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",600,699,210480
2019,8,"Reino Unido","INVERCAFE CERRITOS SOCIEDAD POR ACC",355,415,98500.46
2019,8,"Reino Unido","OCAMPO AGUDELO JAIRO ALBERTO",2,2,1387.2
2019,8,"Reino Unido","OLAM AGRO COLOMBIA S.A.S",2598,3026,590000
2019,8,"Reino Unido","ORJUELA LOPEZ DANIEL MAURICIO",15,17,8754.6
2019,8,"Reino Unido","P&S NEGOCIOS S.A.S",271,316,57620.52
2019,8,"Reino Unido","RACAFE & CIA S.C.A.",1705,1986,358732.11
2019,8,"Reino Unido","SELECTO EXPORTADORES S.A.S.",825,961,174921
2019,8,"Reino Unido","SOCIEDAD EXPORTADORA DE CAFE DE",1100,1277,250229.75
2019,8,"Rep.Dominicana","CONDOR SPECIALTY COFFEE SOCIEDAD PO",2200,2557,400000.01
2019,8,"Rep.Dominicana","PRICESMART COLOMBIA SAS",41,48,18744.57
2019,8,"Rep.Dominicana","PROMOTORA DE CAFE COLOMBIA S.A.",16,18,12526
2019,8,"República Checa","AZAHAR COFFEE COMPANY S.A.S",129,150,32612.21
2019,8,"Reunión","COMPAÑÍA CAFETERA LA MESETA S.A.",300,350,63901.11
2019,8,"Rumanía","CARCAFE LTDA",572,663,114991.5
2019,8,"Rumanía","FEDERACION NACIONAL DE CAFETEROS",825,961,175730.86
2019,8,"Rumanía","RACAFE & CIA S.C.A.",570,665,129160.16
2019,8,"Santa Lucía","INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.",2,3,1707
2019,8,"Singapur","CAFE DE SANTA BARBARA S.A.S.",236,278,84795.19
2019,8,"Singapur","SKN CARIBECAFE LTDA",272,318,134619.65
2019,8,"Sudáfrica","C. I. LOHAS BEANS S.A.S",30,34,7847.32
2019,8,"Sudáfrica","COFCO INTERNATIONAL COLOMBIA S.A.S",825,958,150000
2019,8,"Sudáfrica","COMPAÑIA NACIONAL DEL CAFÉ S.A.S",275,320,55947.13
2019,8,"Sudáfrica","COMPAÑÍA CAFETERA LA MESETA S.A.",275,321,57103.57
2019,8,"Suecia","CARCAFE LTDA",300,349,61929.26
2019,8,"Suecia","COFCO INTERNATIONAL COLOMBIA S.A.S",1500,1748,249990.49
2019,8,"Suecia","CONDOR SPECIALTY COFFEE SOCIEDAD PO",286,332,70000
2019,8,"Suecia","FEDERACION NACIONAL DE CAFETEROS",1830,2135,425258.81
2019,8,"Suecia","OLAM AGRO COLOMBIA S.A.S",2700,3148,610000
2019,8,"Suecia","SOCIEDAD EXPORTADORA DE CAFE DE",1200,1400,218620
2019,8,"Suecia","TRILLADORAS DE LAS COOPS DE CAFICUL",300,350,50000
2019,8,"Suiza","RACAFE & CIA S.C.A.",285,333,72191.57
2019,8,"Taiwan","CAFEEXCOL SAS",7,8,3160.5
2019,8,"Taiwan","CONDOR SPECIALTY COFFEE SOCIEDAD PO",249,290,70000
2019,8,"Taiwan","ENGELHART CTP COLOMBIA S.A.S.",3575,4166,290000
2019,8,"Taiwan","FEDERACION NACIONAL DE CAFETEROS",1235,1441,292437.13
2019,8,"Taiwan","INNOVACION Y DESARROLLO TECNOLOGICO",15,22,24504.45
2019,8,"Taiwan","LOUIS DREYFUS COMPANY COLOMBIA S.A.",542,633,150000
2019,8,"Taiwan","NEVACOS BEANS SAS",5,6,5000
2019,8,"Taiwan","OLAM AGRO COLOMBIA S.A.S",280,326,50000
2019,8,"Taiwan","RACAFE & CIA S.C.A.",250,291,50869.3
2019,8,"Taiwan","SKN CARIBECAFE LTDA",825,960,172115.45
